タイトル,あらすじ,ジャンル
ワールド･オブ Z,突如、正体不明のウイルスに侵された地球。感染した人間は狂暴化し、全世界に壊滅的な打撃を与えていた。そして、感染者によって支配された最たる場所《キル･ゾーン》に残された2人の男は、生き残りを賭けて必死に戦っていた。彼らは、逃げ込んだ病院に隠れていた姉妹と行動を共にすることになるが、場所を転々としても必ず追手が現れる。それは、感染者が彼らの元へ導かれているとしか思えなかった。そして、彼らは気付く。「この荒廃した世界で、なぜ水道や電気は止まらないのか?」果たして、延々と続く絶望の裏に潜むものとは…?,"アクション,ホラー,パニック"
ファンタスティック･フォー［超能力ユニット］,人類の進化と宇宙嵐の関係を研究している若き天才科学者リード。彼はある日、その謎を解明するため、元恋人で女性科学者のスー、彼女の弟でパイロットのジョニー、そしてリードの親友ベンと共に、スーの今の恋人でもある実業家ビクターの援助を受けて宇宙実験を実施することに。だがその最中、5人は計算外に早くやってきた宇宙嵐の放射線に晒される事故に遭遇してしまう。それは彼らのDNAに変化をもたらし、ビクターを除く4人はそれぞれ独特の超能力を授かるのだった。一方ビクターは、次第に邪悪なパワーを帯びていく…。,"SF,アクション,アドベンチャー"
ドラムライン,ニューヨークのハーレム育ちのデヴォンは、マーチング･ドラマーとして天才的な才能を持っていた。彼の才能に眼をつけたA&T大学マーチング･バンド部のリー監督は、彼を特待生としてスカウトする。マーチング･バンドとは、スポーツ競技のハーフタイム12分間に、華麗で一糸乱れぬパフォーマンスを披露するもの。A&T大学は今年も最大のライバルであるモーリス･ブラウン大学との、『名誉と青春』を賭けた優勝決定戦を控えていた。デヴォンは入部早々、天才的なドラム･テクニックを披露し、周囲を圧倒する。だが、自らの才能に溺れた言動や勝手な行動が、やがてバンド･メンバーや監督との軋轢を生んでいく…。,"青春,音楽／ライブ,ヒューマンドラマ"
インデペンデンス･デイ,宇宙センターで衛星アンテナが奇妙な音をキャッチした。報告によると、質量が月の4分の1もある巨大な物体が地球に接近しつつあるという。その正体は異星人の宇宙空母であった。彼らは人類への攻撃を開始し、主要都市は一瞬にして廃墟と化す。絶滅の危機にさらされた人類は、ついに史上最大の作戦を開始する!,"SF,アクション,パニック"
エイリアン3,2270年。囚人惑星･フィオリーナ161 (通称フューリー) に墜落したリプリーの救命艇。そこでは凶悪な男性囚人たちが生活していた。しかし、その地においてもエイリアンは執拗にリプリーを追ってきていた。何一つ武器のない不利な状況に立たされる中、彼女は自らがエイリアンに寄生されている事実を知る!,"SF,ホラー,アクション"
ダークナイト ライジング,ダークナイト (＝バットマン) が夜の闇に消え、一瞬にしてヒーローから逃亡者となってしまったあの夜から8年。地方検事ハービー･デントの死の責任を一身に背負い、ダークナイトは、ゴードン市警本部長とともに目指した大義のために、すべてを犠牲にした。その嘘はしばらくの間、うまくいった。犯罪防止のために制定されたデント法の重圧を受け、ゴッサム･シティーにおける犯罪活動がことごとく潰されたからだ。,"アクション,サスペンス／ミステリー,SF"
ザ･ギフト,誕生日、結婚、出産といった人生の節目に、日頃の感謝や祝福の気持ちをこめて届ける“贈り物”。それは私たちの社会生活におけるありきたりな慣習だが、もしも意外な相手から予想だにしないタイミングで何かを贈られたら、誰もが困惑してしまうに違いない。しかもその奇妙な贈り物が執拗に繰り返され、不条理なまでにエスカレートしていったら戦慄を覚えずにいられないだろう。全米チャートで初登場3位を記録し、4週連続トップテン入りのスマッシュ･ヒットを飛ばした『ザ･ギフト』は、まさしく“恐怖の贈り物”に翻弄される若い夫婦の悪夢のような運命を描いたサイコ･スリラーである。,"ホラー,サスペンス／ミステリー"
バニラ･スカイ,美貌と富と才能を兼ね備えた出版会の若き実力者、デヴィッド。誰もが羨むような毎日を過ごすデヴィッドが、ある日運命の女性ソフィアと出会ってしまう。しかしその瞬間から彼の運命は思いもよらない方向へ転がりはじめる。,"恋愛,ヒューマンドラマ,サスペンス／ミステリー"
キャリー,ベストセラー作家、スティーブン･キングの原作を名匠デ･パルマが手掛けた戦慄のホラー･ムービー! クラスメートにいじめられてばかりのキャリー。しかし、彼女には隠されたパワーがあった。あるパーティで突然クィーンに選ばれ有頂天になった彼女だが、それがクラスメートの残酷な悪戯であったことを知る。舞台に立つキャリーに真っ赤な血が降り注ぎ、彼女の悲鳴が、そして次の瞬間本当の惨劇が起こった──!,ホラー
キューティ･ブロンド／ハッピーMAX,気分爽快! 今もっとも元気をくれるエルが帰ってきた! ハーバード･ロースクールを優秀な成績で卒業したエルは、大手法律事務所に就職、恋人とは結婚まで秒読み段階と、仕事もプライベートも順風満帆な毎日を送っていた。ある日エルは大事な愛犬ブルーザーの母親も結婚式に招こうと思い立つ。母犬探しを始めたエルとブルーザーだったが、ようやく見つけた母犬はある実験施設で化粧品開発のための実験台にされようとしていた。ショックを受けたエルは母犬を救うため“ピンクの勝負服”を纏い、政治の中心地ワシトンD.C.へ乗り込む!,コメディ
